X,Y,Z,MapID,MobType,ScriptName
388,341,0,6,123,
388,343,0,6,120,
425,332,0,6,70,
425,334,0,6,70,
428,333,0,6,70,
407,313,0,6,72,
406,318,0,6,93,
416,311,0,6,120,
416,313,0,6,119,
416,333,0,6,33,
414,335,0,6,95,
412,333,0,6,95,
374,324,0,6,34,
382,320,0,6,12,
385,323,0,6,84,
387,323,0,6,44,
401,335,0,6,126,
401,327,0,6,144,
379,314,0,6,143,
427,321,0,6,95,
430,321,0,6,4,
431,315,0,6,33,
427,315,0,6,82,
407,298,0,6,4,
403,302,0,6,79,
397,307,0,6,4,
436,306,0,6,122,
451,318,0,6,144,
455,324,0,6,151,
454,327,0,6,151,
459,327,0,6,151,
365,310,0,6,160,
361,308,0,6,160,
361,300,0,6,160,
344,288,0,6,3,
343,283,0,6,64,
345,281,0,6,151,
349,286,0,6,151,
344,274,0,6,3,
336,269,0,6,64,
320,259,0,6,151,
325,263,0,6,151,
319,255,0,6,2,
315,261,0,6,6,
322,258,0,6,143,
347,298,0,6,1,
345,296,0,6,2,
345,300,0,6,5,
352,299,0,6,3,
352,303,0,6,12,
62,435,0,6,75,
55,441,0,6,75,
20,433,0,6,75,
26,469,0,6,102,
18,445,0,6,101,
46,444,0,6,101,
221,307,0,6,26,
210,310,0,6,26,
215,315,0,6,26,
222,312,0,6,26,
218,308,0,6,26,
214,306,0,6,26,
391,239,0,6,15,
374,234,0,6,15,
14,495,0,6,61,
327,384,0,6,131,
391,252,0,6,131,
339,240,0,6,131,
37,490,0,6,61,
6,487,0,6,61,
29,497,0,6,61,
65,490,0,6,61,
64,503,0,6,116,
37,490,0,6,61,
40,506,0,6,61,
6,474,0,6,61,
14,501,0,6,61,
19,485,0,6,61,
70,500,0,6,61,
58,505,0,6,61,
40,496,0,6,61,
30,502,0,6,116,
68,488,0,6,116,
5,501,0,6,116,
32,484,0,6,116,
57,495,0,6,128,
12,468,0,6,128,
5,443,0,6,100,
37,423,0,6,100,
58,426,0,6,100,
29,432,0,6,101,
42,450,0,6,100,
32,441,0,6,100,
10,429,0,6,100,
9,454,0,6,100,
185,153,0,6,33,
324,208,0,6,141,
293,257,0,6,21,
279,262,0,6,21,
255,272,0,6,117,
256,288,0,6,52,
265,271,0,6,52,
273,265,0,6,52,
286,258,0,6,21,
298,255,0,6,21,
7,222,0,6,54,
3,258,0,6,103,
5,197,0,6,135,
21,193,0,6,105,
5,166,0,6,128,
182,376,0,6,32,
156,381,0,6,40,
110,389,0,6,137,
92,382,0,6,130,
71,388,0,6,129,
11,407,0,6,18,
11,401,0,6,18,
57,223,0,6,140,
280,331,0,6,131,
277,332,0,6,131,
382,292,0,6,120,
377,289,0,6,119,
322,287,0,6,131,
325,292,0,6,6,
326,287,0,6,6,
362,343,0,6,2,
362,345,0,6,6,
244,384,0,6,120,
244,380,0,6,120,
242,382,0,6,119,
103,27,0,6,127,
99,31,0,6,127,
98,26,0,6,131,
110,86,0,6,63,
105,90,0,6,63,
112,92,0,6,63,
106,86,0,6,63,
147,103,0,6,127,
147,98,0,6,89,
150,102,0,6,6,
198,65,0,6,141,
258,492,0,6,127,
263,492,0,6,131,
262,497,0,6,127,
186,470,0,6,127,
191,465,0,6,131,
194,469,0,6,131,
196,456,0,6,6,
186,464,0,6,6,
104,482,0,6,131,
102,469,0,6,6,
111,468,0,6,6,
108,479,0,6,5,
132,481,0,6,2,
132,474,0,6,6,
35,449,0,6,131,
45,455,0,6,131,
38,461,0,6,131,
32,456,0,6,131,
36,456,0,6,6,
176,194,0,6,70,
198,77,0,6,95,
197,82,0,6,96,
195,80,0,6,95,
80,170,0,6,1,
78,177,0,6,6,
66,176,0,6,126,
63,170,0,6,126,
61,164,0,6,126,
62,154,0,6,34,
69,161,0,6,6,
198,61,0,6,141,
365,22,0,6,100,
180,45,0,6,141,
336,30,0,6,106,
176,70,0,6,141,
341,3,0,6,100,
349,10,0,6,100,
335,19,0,6,101,
139,243,0,7,3,
101,319,0,7,4,
140,291,0,7,2,
106,206,0,7,3,
431,409,0,7,4,
382,453,0,7,2,
410,58,0,7,2,
367,411,0,7,3,
274,322,0,7,2,
419,224,0,7,1,
476,211,0,7,3,
221,121,0,7,4,
125,302,0,7,4,
116,157,0,7,2,
386,251,0,7,3,
312,219,0,7,2,
174,40,0,7,1,
253,452,0,7,2,
475,164,0,7,3,
88,427,0,7,3,
38,362,0,7,4,
469,424,0,7,2,
330,485,0,7,2,
93,232,0,7,1,
210,309,0,7,3,
248,133,0,7,2,
248,136,0,7,2,
250,133,0,7,2,
245,135,0,7,2,
249,137,0,7,2,
250,98,0,7,2,
251,96,0,7,2,
248,164,0,7,1,
247,175,0,7,1,
235,160,0,7,1,
227,163,0,7,1,
248,134,0,7,2,
250,133,0,7,2,
240,197,0,7,1,
241,189,0,7,1,
21,488,0,7,34,
34,496,0,7,6,
31,481,0,7,1,
14,466,0,7,1,
510,502,0,7,108,
252,135,0,7,2,
250,139,0,7,2,
148,88,0,7,71,
258,94,0,7,2,
247,137,0,7,2,
283,161,0,7,16,
283,162,0,7,95,
213,105,0,7,68,
204,108,0,7,68,
213,122,0,7,68,
216,125,0,7,68,
216,133,0,7,68,
216,135,0,7,68,
213,112,0,7,68,
220,113,0,7,68,
220,123,0,7,68,
220,136,0,7,68,
88,55,0,7,2,
283,145,0,7,106,
109,295,0,7,70,
305,161,0,7,94,
86,58,0,7,2,
93,66,0,7,85,
88,44,0,7,1,
362,489,0,7,74,
350,486,0,7,74,
356,502,0,7,74,
371,504,0,7,74,
365,475,0,7,73,
348,473,0,7,73,
342,498,0,7,73,
364,493,0,7,73,
364,493,0,7,73,
434,469,0,7,73,
433,475,0,7,74,
441,473,0,7,74,
255,167,0,7,1,
283,154,0,7,6,
249,185,0,7,1,
283,154,0,7,1,
283,154,0,7,34,
288,161,0,7,68,
257,188,0,7,1,
253,171,0,7,1,
293,161,0,7,74,
293,161,0,7,74,
283,181,0,7,1,
284,140,0,7,52,
295,151,0,7,70,
295,151,0,7,70,
294,151,0,7,72,
305,150,0,7,2,
306,151,0,7,2,
292,185,0,7,144,
224,168,0,7,1,
224,157,0,7,1,
234,152,0,7,1,
326,179,0,7,2,
326,182,0,7,2,
438,169,0,7,74,
325,181,0,7,2,
414,107,0,7,79,
348,445,0,7,134,
348,447,0,7,134,
355,446,0,7,136,
354,449,0,7,136,
371,182,0,7,3,
376,183,0,7,3,
378,186,0,7,3,
415,118,0,7,79,
427,118,0,7,79,
226,501,0,7,107,
184,504,0,7,120,
136,467,0,7,4,
123,507,0,7,6,
91,478,0,7,120,
56,506,0,7,4,
14,454,0,7,106,
257,208,0,7,4,
257,208,0,7,4,
257,208,0,7,4,
257,208,0,7,4,
46,462,0,7,5,
329,204,0,7,70,
54,427,0,7,119,
36,381,0,7,1,
21,356,0,7,4,
53,322,0,7,107,
191,366,0,7,119,
475,150,0,7,79,
475,150,0,7,79,
442,13,0,7,106,
416,187,0,7,5,
248,66,0,7,95,
469,159,0,7,79,
475,169,0,7,79,
480,166,0,7,68,
496,154,0,7,68,
496,147,0,7,68,
217,258,0,7,68,
223,247,0,7,68,
78,87,0,7,107,
237,282,0,7,4,
238,291,0,7,4,
247,298,0,7,4,
247,63,0,7,95,
326,312,0,7,5,
326,312,0,7,6,
262,98,0,7,4,
344,322,0,7,61,
429,9,0,7,106,
409,384,0,7,4,
5,507,0,7,140,
409,391,0,7,4,
36,226,0,7,90,
39,231,0,7,90,
44,236,0,7,90,
38,236,0,7,90,
30,220,0,7,91,
30,220,0,7,91,
289,242,0,7,160,
288,244,0,7,160,
292,244,0,7,160,
329,22,0,7,115,
88,92,0,7,93,
334,17,0,7,115,
145,137,0,7,1,
181,110,0,7,74,
180,115,0,7,74,
180,141,0,7,4,
193,129,0,7,4,
178,164,0,7,4,
194,157,0,7,4,
210,147,0,7,1,
242,199,0,7,1,
254,135,0,7,2,
254,135,0,7,2,
305,143,0,7,119,
335,26,0,7,115,
347,182,0,7,1,
98,354,0,7,95,
99,358,0,7,95,
94,359,0,7,95,
87,365,0,7,95,
90,366,0,7,95,
90,366,0,7,95,
86,368,0,7,95,
85,369,0,7,95,
97,356,0,7,96,
99,358,0,7,96,
399,425,0,7,20,gekigahn
473,192,0,7,108,
233,132,0,7,119,
443,306,0,7,106,
339,181,0,7,119,
264,67,0,7,120,
202,164,0,7,95,
164,160,0,7,95,
205,219,0,7,95,
445,160,0,7,119,
457,175,0,7,119,
469,114,0,7,119,
263,66,0,7,119,
496,26,0,7,106,
490,206,0,7,1,
489,267,0,7,4,
505,313,0,7,107,
291,33,0,7,144,
292,32,0,7,144,
381,177,0,7,1,
386,192,0,7,6,
210,147,0,7,1,
485,362,0,7,5,
502,499,0,7,108,
506,474,0,7,108,
467,499,0,7,108,
417,397,0,7,4,
389,406,0,7,6,
373,387,0,7,119,
387,429,0,7,4,
406,478,0,7,106,
293,462,0,7,120,
271,477,0,7,1,
267,495,0,7,107,
479,111,0,7,95,
479,118,0,7,95,
480,112,0,7,95,
170,114,0,7,1,
306,185,0,7,4,
312,186,0,7,4,
486,505,0,7,1,
167,251,0,7,1,
356,60,0,7,5,
175,16,0,7,1,
200,14,0,7,1,
182,7,0,7,17,
178,10,0,7,17,
170,7,0,7,17,
165,6,0,7,17,
185,164,0,7,1,
164,13,0,7,6,
178,1,0,7,144,
184,5,0,7,5,
357,480,0,7,153,
442,480,0,7,153,
155,2,0,7,27,
169,9,0,7,39,
227,206,0,7,1,
195,210,0,7,4,
198,241,0,7,4,
238,243,0,7,4,
278,250,0,7,4,
264,151,0,7,144,
267,130,0,7,144,
249,79,0,7,144,
411,150,0,7,2,
413,145,0,7,2,
427,152,0,7,2,
423,156,0,7,2,
419,152,0,7,2,
420,145,0,7,2,
413,144,0,7,2,
412,144,0,7,2,
411,139,0,7,2,
418,158,0,7,2,
442,143,0,7,5,
443,136,0,7,5,
442,138,0,7,5,
449,145,0,7,5,
434,141,0,7,5,
442,154,0,7,5,
443,136,0,7,5,
446,112,0,7,7,
439,166,0,7,74,
445,172,0,7,74,
445,104,0,7,7,
455,102,0,7,7,
458,102,0,7,7,
462,102,0,7,7,
448,97,0,7,7,
458,98,0,7,7,
448,165,0,7,73,
441,175,0,7,74,
243,423,0,7,62,
240,395,0,7,62,
234,412,0,7,62,
229,430,0,7,83,
212,426,0,7,83,
215,383,0,7,77,
218,406,0,7,77,
183,418,0,7,134,
181,425,0,7,136,
182,413,0,7,136,
148,414,0,7,33,
145,413,0,7,33,
149,410,0,7,33,
220,183,0,7,74,
147,414,0,7,38,
134,39,0,7,2,
217,188,0,7,74,
221,192,0,7,73,
242,122,0,7,1,
497,115,0,7,33,
496,112,0,7,33,
496,114,0,7,33,
495,115,0,7,33,
243,326,0,7,61,
237,333,0,7,61,
248,331,0,7,61,
40,283,0,7,119,
33,282,0,7,120,
26,284,0,7,119,
5,500,0,7,28,
3,504,0,7,29,
2,495,0,7,29,
9,501,0,7,29,
485,53,0,7,120,
44,328,0,7,75,
246,80,0,7,2,
255,80,0,7,2,
250,86,0,7,2,
249,81,0,7,2,
456,70,0,7,95,
456,68,0,7,95,
456,66,0,7,95,
355,57,0,7,15,
395,142,0,7,15,
321,93,0,7,15,
301,127,0,7,15,
387,76,0,7,15,
382,66,0,7,15,
356,91,0,7,15,
376,105,0,7,15,
374,140,0,7,15,
354,153,0,7,15,
325,124,0,7,15,
318,90,0,7,15,
505,6,0,7,1,
444,463,0,7,73,
439,459,0,7,74,
506,72,0,7,1,
323,98,0,7,138,
325,162,0,7,158,
313,123,0,7,15,
314,163,0,7,15,
285,132,0,7,15,
329,89,0,7,15,
498,114,0,7,33,
497,113,0,7,33,
498,112,0,7,33,
152,409,0,7,33,
149,410,0,7,33,
8,29,0,8,16,
8,29,0,8,16,
5,34,0,8,16,
5,24,0,8,16,
22,30,0,8,16,
28,25,0,8,16,
22,29,0,8,16,
5,38,0,8,16,
1,30,0,8,16,
48,166,0,8,49,
40,72,0,8,49,
54,130,0,8,49,
41,44,0,8,25,
23,22,0,8,85,
36,56,0,8,85,
39,20,0,8,16,
35,24,0,8,57,
34,61,0,8,32,
53,4,0,8,16,
26,17,0,8,16,
26,9,0,8,16,
247,62,0,8,101,
129,9,0,8,160,
5,5,0,8,16,
3,5,0,8,16,
39,54,0,8,16,
31,44,0,8,16,
44,46,0,8,16,
145,22,0,8,100,
107,40,0,8,100,
107,13,0,8,160,
130,18,0,8,100,
145,84,0,8,160,
64,23,0,8,55,
37,60,0,8,55,
23,22,0,8,16,
47,84,0,8,49,
105,48,0,8,160,
101,12,0,8,100,
139,9,0,8,160,
106,19,0,8,160,
114,36,0,8,160,
115,18,0,8,160,
90,48,0,8,160,
156,6,0,8,101,
87,86,0,8,101,
107,98,0,8,101,
156,13,0,8,160,
120,97,0,8,160,
84,47,0,8,100,
98,97,0,8,160,
235,93,0,8,101,
316,8,0,8,89,
316,8,0,8,89,
316,8,0,8,89,
317,27,0,8,2,
317,27,0,8,2,
356,66,0,8,55,
343,66,0,8,55,
362,16,0,8,5,
309,11,0,8,89,
344,45,0,8,89,
344,45,0,8,89,
344,45,0,8,89,
364,16,0,8,5,
387,30,0,8,47,
414,29,0,8,5,
460,23,0,8,48,
465,15,0,8,58,
455,16,0,8,58,
332,35,0,8,89,
344,45,0,8,89,
43,166,0,8,16,
43,162,0,8,16,
57,138,0,8,16,
49,169,0,8,85,
459,66,0,8,2,
34,143,0,8,85,
48,180,0,8,57,
51,198,0,8,143,
58,209,0,8,145,
59,214,0,8,145,
50,189,0,8,143,
58,207,0,8,143,
59,216,0,8,143,
59,216,0,8,143,
48,202,0,8,143,
59,216,0,8,143,
59,216,0,8,143,
459,59,0,8,2,
459,49,0,8,2,
460,39,0,8,55,
471,38,0,8,55,
499,39,0,8,55,
472,26,0,8,42,
13,56,0,8,55,
13,56,0,8,55,
13,56,0,8,25,
11,469,0,8,142,
16,475,0,8,55,
24,484,0,8,55,
44,480,0,8,122,
44,480,0,8,122,
12,494,0,8,104,
17,494,0,8,104,
35,484,0,8,4,
35,484,0,8,4,
35,484,0,8,4,
35,483,0,8,4,
5,435,0,8,98,
11,425,0,8,98,
10,432,0,8,98,
3,439,0,8,98,
30,440,0,8,167,
15,426,0,8,98,
19,453,0,8,71,
9,411,0,8,4,
14,415,0,8,4,
52,448,0,8,5,
35,499,0,8,71,
9,494,0,8,71,
64,474,0,8,115,
70,473,0,8,115,
11,467,0,8,23,
80,446,0,8,71,
24,497,0,8,23,
334,23,0,8,42,
6,426,0,8,98,
1,426,0,8,98,
347,67,0,8,24,
138,158,0,8,16,
126,154,0,8,16,
129,171,0,8,16,
134,166,0,8,51,
140,161,0,8,51,
136,146,0,8,52,
129,148,0,8,52,
127,154,0,8,7,
127,161,0,8,7,
126,163,0,8,7,
132,166,0,8,7,
143,168,0,8,7,
139,153,0,8,115,
132,150,0,8,115,
127,163,0,8,115,
132,168,0,8,94,
136,150,0,8,94,
142,147,0,8,94,
140,158,0,8,67,
126,162,0,8,76,
129,152,0,8,76,
141,157,0,8,8,
249,178,0,8,54,
169,190,0,8,87,
171,188,0,8,94,
170,191,0,8,57,
182,178,0,8,87,
195,167,0,8,129,
186,156,0,8,115,
186,156,0,8,99,
185,156,0,8,115,
179,150,0,8,76,
178,150,0,8,54,
186,142,0,8,67,
187,145,0,8,87,
184,147,0,8,115,
172,169,0,8,54,
171,172,0,8,67,
194,134,0,8,94,
183,134,0,8,28,
174,133,0,8,28,
173,169,0,8,28,
172,152,0,8,28,
194,183,0,8,114,
172,142,0,8,112,
250,177,0,8,150,
504,24,0,8,55,
408,485,0,8,94,
400,487,0,8,94,
392,480,0,8,94,
440,420,0,8,110,
442,425,0,8,110,
426,442,0,8,114,
423,439,0,8,109,
417,442,0,8,114,
386,429,0,8,110,
391,431,0,8,113,
380,403,0,8,109,
389,406,0,8,109,
403,394,0,8,83,
408,393,0,8,83,
386,391,0,8,83,
375,338,0,8,110,
373,346,0,8,83,
380,349,0,8,83,
391,323,0,8,109,
392,303,0,8,110,
396,300,0,8,109,
423,347,0,8,114,
435,334,0,8,109,
440,331,0,8,110,
444,319,0,8,114,
446,322,0,8,109,
451,319,0,8,110,
451,333,0,8,114,
456,332,0,8,113,
449,344,0,8,110,
447,361,0,8,114,
452,349,0,8,109,
439,360,0,8,110,
405,329,0,8,155,
408,338,0,8,155,
407,344,0,8,155,
495,10,0,8,39,
408,486,0,8,67,
460,19,0,8,13,
459,20,0,8,3,
350,431,0,8,75,
358,458,0,8,75,
361,455,0,8,75,
343,468,0,8,75,
461,20,0,8,3,
409,314,0,8,118,
400,204,0,8,157,
380,201,0,8,132,
371,220,0,8,35,
375,226,0,8,35,
366,226,0,8,99,
491,373,0,8,27,
493,361,0,8,27,
497,336,0,8,34,
495,314,0,8,24,
346,65,0,8,24,
342,66,0,8,24,
490,285,0,8,51,
480,274,0,8,52,
468,267,0,8,25,
451,264,0,8,21,
460,252,0,8,57,
428,264,0,8,16,
433,265,0,8,16,
424,268,0,8,16,
416,259,0,8,25,
421,253,0,8,32,
438,253,0,8,121,
441,256,0,8,48,
418,239,0,8,147,
408,269,0,8,143,
380,266,0,8,21,
393,268,0,8,143,
363,260,0,8,37,
363,256,0,8,36,
368,258,0,8,35,
371,252,0,8,53,
377,252,0,8,56,
388,251,0,8,40,
375,253,0,8,111,
403,266,0,8,6,
404,270,0,8,39,
383,266,0,8,27,
450,254,0,8,49,
428,246,0,8,63,
436,256,0,8,49,
464,269,0,8,136,
482,264,0,8,52,
490,270,0,8,135,
493,280,0,8,51,
492,292,0,8,39,
472,249,0,8,117,
470,239,0,8,27,
461,233,0,8,39,
461,229,0,8,32,
466,209,0,8,145,
467,210,0,8,40,
489,246,0,8,136,
491,248,0,8,27,
487,233,0,8,147,
478,213,0,8,143,
467,192,0,8,77,
471,193,0,8,23,
480,177,0,8,21,
482,191,0,8,24,
477,194,0,8,48,
458,191,0,8,39,
464,192,0,8,49,
480,214,0,8,27,
485,213,0,8,25,
484,199,0,8,32,
449,203,0,8,75,
449,214,0,8,75,
450,210,0,8,27,
450,232,0,8,27,
451,231,0,8,142,
479,214,0,8,141,
478,162,0,8,136,
493,308,0,8,141,
494,351,0,8,143,
496,313,0,8,63,
493,304,0,8,165,
494,369,0,8,39,
496,322,0,8,6,
427,238,0,8,165,
387,266,0,8,63,
19,324,0,8,54,
33,350,0,8,54,
11,325,0,8,79,
19,324,0,8,79,
39,326,0,8,150,
44,333,0,8,149,
26,364,0,8,150,
7,365,0,8,114,
4,369,0,8,87,
16,325,0,8,114,
40,338,0,8,143,
30,365,0,8,40,
9,363,0,8,6,
379,198,0,8,34,
370,223,0,8,87,
10,363,0,8,75,
46,328,0,8,40,
389,462,0,8,94,
381,447,0,8,94,
383,452,0,8,69,
407,453,0,8,69,
398,455,0,8,127,
417,460,0,8,127,
426,466,0,8,94,
439,467,0,8,69,
435,479,0,8,67,
436,486,0,8,69,
453,475,0,8,69,
447,486,0,8,127,
59,501,0,8,142,
83,498,0,8,142,
92,472,0,8,142,
124,447,0,8,142,
81,484,0,8,142,
110,460,0,8,142,
7,101,0,8,16,
10,98,0,8,16,
13,105,0,8,16,
19,103,0,8,16,
23,112,0,8,16,
21,114,0,8,16,
15,123,0,8,16,
10,115,0,8,16,
7,118,0,8,16,
6,121,0,8,16,
8,127,0,8,16,
7,136,0,8,16,
10,139,0,8,16,
18,152,0,8,16,
13,157,0,8,16,
20,160,0,8,16,
16,168,0,8,16,
7,148,0,8,16,
4,151,0,8,16,
5,158,0,8,16,
6,161,0,8,16,
8,165,0,8,16,
16,177,0,8,16,
7,176,0,8,16,
8,179,0,8,16,
25,177,0,8,16,
26,172,0,8,16,
29,176,0,8,16,
30,187,0,8,16,
27,191,0,8,16,
21,188,0,8,16,
23,190,0,8,16,
7,187,0,8,16,
14,195,0,8,16,
11,199,0,8,16,
6,194,0,8,16,
17,206,0,8,16,
19,200,0,8,16,
29,203,0,8,16,
31,210,0,8,16,
32,216,0,8,16,
23,216,0,8,16,
17,213,0,8,16,
18,220,0,8,16,
9,221,0,8,16,
6,218,0,8,16,
8,213,0,8,16,
15,199,0,8,16,
32,206,0,8,16,
28,217,0,8,16,
14,222,0,8,16,
17,162,0,8,16,
9,138,0,8,16,
14,130,0,8,16,
20,119,0,8,16,
7,104,0,8,16,
13,99,0,8,16,
23,104,0,8,16,
7,117,0,8,16,
19,136,0,8,16,
184,102,0,8,101,
169,93,0,8,100,
193,98,0,8,160,
248,126,0,8,160,
230,92,0,8,100,
243,97,0,8,160,
247,59,0,8,160,
246,64,0,8,160,
247,61,0,8,160,
231,64,0,8,160,
216,67,0,8,160,
248,67,0,8,160,
3,427,0,8,181,
5,435,0,8,181,
45,492,0,8,181,
34,499,0,8,181,
457,172,0,8,55,
453,176,0,8,55,
446,179,0,8,55,
438,177,0,8,55,
434,181,0,8,55,
435,187,0,8,55,
442,187,0,8,55,
443,181,0,8,55,
303,373,0,8,147,
322,354,0,8,147,
284,392,0,8,147,
284,380,0,8,116,
323,354,0,8,128,
297,368,0,8,128,
371,96,0,8,119,
349,94,0,8,119,
357,100,0,8,119,
342,148,0,8,119,
333,145,0,8,119,
334,151,0,8,119,
344,152,0,8,119,
347,147,0,8,119,
316,153,0,8,119,
324,153,0,8,119,
301,194,0,8,119,
343,185,0,8,119,
344,174,0,8,119,
342,209,0,8,119,
333,240,0,8,119,
338,241,0,8,119,
339,232,0,8,119,
338,229,0,8,119,
364,97,0,8,119,
369,104,0,8,119,
367,95,0,8,119,
368,96,0,8,120,
372,92,0,8,120,
370,96,0,8,120,
371,104,0,8,120,
361,93,0,8,120,
363,102,0,8,120,
363,105,0,8,122,
370,108,0,8,122,
372,92,0,8,122,
369,95,0,8,122,
365,91,0,8,123,
299,87,0,8,123,
299,87,0,8,123,
299,87,0,8,123,
347,102,0,8,119,
348,129,0,8,119,
309,66,0,8,119,
320,63,0,8,119,
285,60,0,8,119,
283,72,0,8,119,
290,53,0,8,122,
286,47,0,8,122,
289,40,0,8,122,
285,32,0,8,122,
285,17,0,8,122,
286,7,0,8,122,
314,73,0,8,120,
320,75,0,8,119,
303,77,0,8,119,
285,83,0,8,119,
299,87,0,8,119,
322,154,0,8,119,
322,99,0,8,119,
339,114,0,8,119,
338,149,0,8,119,
340,146,0,8,119,
342,155,0,8,119,
333,153,0,8,119,
335,143,0,8,119,
333,146,0,8,120,
346,151,0,8,120,
322,154,0,8,120,
324,146,0,8,120,
310,152,0,8,120,
310,150,0,8,120,
293,130,0,8,120,
299,148,0,8,119,
329,160,0,8,119,
336,195,0,8,119,
287,94,0,8,122,
278,116,0,8,122,
282,419,0,8,102,
315,419,0,8,102,
310,450,0,8,102,
296,166,0,8,119,
303,197,0,8,119,
348,175,0,8,119,
343,197,0,8,119,
333,206,0,8,119,
341,240,0,8,120,
334,231,0,8,119,
333,240,0,8,119,
341,240,0,8,119,
337,235,0,8,119,
41,131,0,9,54,
40,128,0,9,40,
39,127,0,9,132,
165,87,0,9,43,
165,83,0,9,43,
164,86,0,9,43,
71,214,0,9,42,
70,213,0,9,42,
59,212,0,9,42,
70,214,0,9,42,
61,212,0,9,42,
126,204,0,9,174,
123,213,0,9,174,
123,211,0,9,174,
125,203,0,9,174,
123,211,0,9,174,
7,214,0,9,24,
13,212,0,9,25,
10,215,0,9,174,
8,217,0,9,50,
7,232,0,9,48,
8,250,0,9,48,
7,238,0,9,48,
8,237,0,9,48,
7,231,0,9,48,
22,187,0,9,174,
22,188,0,9,173,
9,179,0,9,45,
9,181,0,9,52,
11,179,0,9,47,
11,182,0,9,82,
6,194,0,9,174,
8,196,0,9,174,
6,197,0,9,173,
110,174,0,9,173,
110,187,0,9,174,
110,176,0,9,173,
109,186,0,9,6,
210,141,0,9,43,
208,138,0,9,43,
208,138,0,9,43,
218,141,0,9,47,
206,141,0,9,47,
218,138,0,9,47,
212,209,0,9,59,
208,208,0,9,59,
21,149,0,9,47,
12,143,0,9,47,
24,142,0,9,47,
18,138,0,9,47,
17,147,0,9,47,
17,131,0,9,47,
24,132,0,9,47,
19,146,0,9,47,
24,136,0,9,47,
15,135,0,9,47,
13,138,0,9,47,
14,149,0,9,47,
22,132,0,9,47,
23,136,0,9,47,
25,133,0,9,47,
21,126,0,9,47,
12,125,0,9,47,
20,129,0,9,47,
193,153,0,9,43,
194,157,0,9,43,
193,155,0,9,43,
193,155,0,9,43,
79,74,0,9,48,
74,69,0,9,48,
77,74,0,9,48,
75,65,0,9,48,
92,217,0,9,59,
101,215,0,9,59,
95,226,0,9,59,
101,233,0,9,59,
94,227,0,9,59,
103,227,0,9,59,
79,146,0,9,53,
88,148,0,9,173,
89,146,0,9,114,
192,238,0,9,173,
204,243,0,9,53,
201,238,0,9,53,
203,238,0,9,53,
123,37,0,9,59,
122,27,0,9,59,
138,30,0,9,59,
136,51,0,9,59,
129,29,0,9,59,
13,68,0,9,55,
14,68,0,9,55,
212,28,0,9,48,
211,24,0,9,48,
229,22,0,9,48,
215,26,0,9,48,
230,25,0,9,48,
227,25,0,9,47,
219,28,0,9,47,
216,25,0,9,47,
228,26,0,9,47,
229,28,0,9,47,
217,25,0,9,42,
218,26,0,9,42,
225,26,0,9,42,
220,25,0,9,47,
219,25,0,9,47,
220,26,0,9,47,
246,142,0,9,43,
237,139,0,9,43,
237,138,0,9,43,
249,136,0,9,43,
247,144,0,9,43,
235,135,0,9,43,
235,142,0,9,43,
244,137,0,9,43,
244,136,0,9,43,
235,141,0,9,43,
237,141,0,9,43,
247,139,0,9,43,
241,140,0,9,53,
239,142,0,9,53,
237,141,0,9,53,
241,137,0,9,53,
241,141,0,9,48,
243,140,0,9,48,
247,141,0,9,48,
241,139,0,9,42,
244,140,0,9,42,
243,141,0,9,42,
244,139,0,9,42,
243,140,0,9,42,
245,140,0,9,42,
240,138,0,9,42,
247,138,0,9,42,
244,140,0,9,42,
194,184,0,9,48,
199,184,0,9,48,
192,184,0,9,48,
192,184,0,9,43,
196,182,0,9,43,
197,184,0,9,43,
195,185,0,9,43,
193,185,0,9,43,
194,185,0,9,43,
193,183,0,9,43,
187,182,0,9,43,
199,184,0,9,43,
110,112,0,9,55,
113,115,0,9,55,
117,113,0,9,55,
195,113,0,9,43,
196,110,0,9,43,
13,13,0,9,55,
12,13,0,9,55,
15,20,0,9,55,
15,16,0,9,55,
21,20,0,9,55,
19,23,0,9,55,
16,23,0,9,55,
12,17,0,9,55,
13,19,0,9,55,
21,22,0,9,55,
18,22,0,9,55,
15,17,0,9,55,
106,148,0,9,42,
106,150,0,9,42,
38,175,0,9,170,
32,183,0,9,173,
32,176,0,9,173,
59,9,0,9,42,
68,40,0,9,53,
62,49,0,9,53,
66,45,0,9,53,
177,83,0,9,47,
180,80,0,9,47,
182,86,0,9,47,
249,168,0,9,43,
252,169,0,9,43,
111,84,0,9,43,
120,81,0,9,43,
119,83,0,9,43,
218,243,0,9,42,
219,241,0,9,42,
162,29,0,9,55,
162,39,0,9,55,
162,37,0,9,55,
46,46,0,9,48,
47,49,0,9,48,
48,42,0,9,48,
24,216,0,9,174,
26,216,0,9,174,
169,192,0,9,173,
171,193,0,9,174,
162,193,0,9,173,
90,252,0,9,21,
93,250,0,9,21,
87,248,0,9,21,
219,119,0,9,58,
211,162,0,9,53,
212,154,0,9,53,
214,155,0,9,53,
214,161,0,9,53,
214,162,0,9,53,
212,159,0,9,53,
214,162,0,9,53,
211,162,0,9,53,
213,162,0,9,53,
33,251,0,9,48,
36,250,0,9,48,
122,100,0,9,174,
123,96,0,9,173,
122,95,0,9,174,
229,235,0,9,174,
229,235,0,9,174,
94,170,0,9,27,
87,179,0,9,27,
90,177,0,9,182,
235,208,0,9,53,
236,202,0,9,53,
239,200,0,9,53,
